cus_code,cus_2_name,ie,ym,entry_id_count,pass_time_total,pass_time_cus
37AD,泉石狮办,E,202001,4791,0.866816948,0.866816948
37AD,泉石狮办,E,202002,526,1.116273764,1.117642586
37AD,泉石狮办,E,202003,3278,0.681845638,0.681845638
37AD,泉石狮办,E,202004,3211,0.838757396,0.839196512
37AE,龙岩海关,E,202005,200,0.2202,0.24645
37AE,龙岩海关,E,202006,218,0.277110092,0.32412844
37AE,龙岩海关,E,201910,228,0.248289474,0.342236842
37AE,龙岩海关,E,201911,190,1.184473684,1.211052632
37AE,龙岩海关,E,201912,259,0.618725869,0.65003861
37AE,龙岩海关,E,202001,240,0.998375,1.026333333
37AE,龙岩海关,E,202002,126,0.208492063,0.261031746
37AE,龙岩海关,E,202003,223,0.1,0.338206278
37AE,龙岩海关,E,202004,236,0.257669492,0.341525424
37AF,泉泉港办,E,202005,19,4.581578947,4.581578947
37AF,泉泉港办,E,202006,25,6.3104,6.3104
37AF,泉泉港办,E,201910,26,1.502307692,1.502307692
37AF,泉泉港办,E,201911,28,1.0125,1.0125
37AF,泉泉港办,E,201912,38,0.603421053,0.603421053
37AF,泉泉港办,E,202001,34,0.907941176,0.907941176
37AF,泉泉港办,E,202002,37,0.528648649,0.528648649
37AF,泉泉港办,E,202003,26,0.300384615,0.300384615
37AF,泉泉港办,E,202004,24,0.450416667,0.450416667
37AG,海沧海关,E,202005,70300,0.400955761,0.45902276
37AG,海沧海关,E,202006,60826,0.643370269,0.679061586
37AG,海沧海关,E,201910,62385,0.755985413,0.823729422
37AG,海沧海关,E,201911,60963,0.673883831,0.717469285
37AG,海沧海关,E,201912,69688,0.475848783,0.506323757
37AG,海沧海关,E,202001,79635,0.388380863,0.478264708
37AG,海沧海关,E,202002,18500,0.324954595,0.384455676
37AG,海沧海关,E,202003,46333,0.260671875,0.48681674
37AG,海沧海关,E,202004,45768,0.318655174,0.630498383
37AH,高崎海关,E,202005,2,0.085,0.085
37AH,高崎海关,E,202006,3,218.14,218.14
37AH,高崎海关,E,201910,2,0.565,0.565
37AH,高崎海关,E,201911,1,0,0
37AH,高崎海关,E,201912,1,0,0
37AH,高崎海关,E,202002,3,0.073333333,0.073333333
37AH,高崎海关,E,202003,2,0.08,0.08
37AH,高崎海关,E,202004,3,0,0.003333333
37AI,东渡海关,E,202005,48467,0.517343966,0.547799327
37AI,东渡海关,E,202006,50856,0.761058479,0.776344777
37AI,东渡海关,E,201910,45278,0.918164892,0.937364945
37AI,东渡海关,E,201911,48361,0.782088253,0.802851058
37AI,东渡海关,E,201912,50666,0.657192989,0.676347057
37AI,东渡海关,E,202001,50341,0.485608947,0.501676367
37AI,东渡海关,E,202002,16869,0.365000296,0.393348153
37AI,东渡海关,E,202003,45655,0.33385478,0.489925528
37AI,东渡海关,E,202004,40613,0.505357152,0.9414323
37AJ,邮局海关,E,202005,12471,0.012991741,0.425010023
37AJ,邮局海关,E,202006,11738,0.038869484,0.454223036
37AJ,邮局海关,E,201910,11046,0.075883578,0.524954735
37AJ,邮局海关,E,201911,13029,0.028916264,0.427796454
37AJ,邮局海关,E,201912,12356,0.016524765,0.372874717
37AJ,邮局海关,E,202001,10703,0.014352985,0.393584976
37AJ,邮局海关,E,202002,6760,0.014837278,0.352511834
37AJ,邮局海关,E,202003,13967,0.005928259,0.230140331
37AJ,邮局海关,E,202004,14284,0.033683142,0.5791655
37AK,机场海关,E,202005,17010,0.542683715,1.065763081
37AK,机场海关,E,202006,17197,0.516726173,1.168176426
37AK,机场海关,E,201910,15992,0.62935968,1.382288019
37AK,机场海关,E,201911,17506,0.441041928,1.02298412
37AK,机场海关,E,201912,18521,0.341382755,0.902696399
37AK,机场海关,E,202001,15293,0.307210488,1.091393448
37AK,机场海关,E,202002,7660,0.248438642,0.770424282
37AK,机场海关,E,202003,14853,0.268393591,1.546379856
37AK,机场海关,E,202004,11596,0.865231977,2.678772853
37AL,集同海关,E,202005,3104,0.001920103,0.453904639
37AL,集同海关,E,202006,2791,0.012285919,0.648283769
37AL,集同海关,E,201910,2919,0.112600206,1.120705721
37AL,集同海关,E,201911,3207,0.129027128,0.711658871
37AL,集同海关,E,201912,2876,0.039036857,0.644676634
37AL,集同海关,E,202001,2504,0.000786741,0.665399361
37AL,集同海关,E,202002,1454,4.81E-05,0.381093535
37AL,集同海关,E,202003,2855,0.000119089,0.579089317
37AL,集同海关,E,202004,2777,0.000860641,0.555790421
37AM,泉晋江办,E,202005,3103,1.802294554,1.835549468
37AM,泉晋江办,E,202006,3141,2.823059535,2.834352117
37AM,泉晋江办,E,201910,2966,0.913155765,0.929747134
37AM,泉晋江办,E,201911,2728,0.538412757,0.557991202
37AM,泉晋江办,E,201912,3102,0.74672147,0.78196325
37AM,泉晋江办,E,202001,3342,0.552833633,0.555517654
37AM,泉晋江办,E,202002,575,0.406869565,0.407130435
37AM,泉晋江办,E,202003,2452,0.376227569,0.377601958
37AM,泉晋江办,E,202004,1237,0.272101859,0.289458367
37AN,翔安海关,E,202005,381,0.165695538,0.395590551
37AN,翔安海关,E,202006,407,0.225970516,0.297149877
37AN,翔安海关,E,201910,302,0.238675497,0.294536424
37AN,翔安海关,E,201911,426,1.324577465,1.460516432
37AN,翔安海关,E,201912,427,0.24735363,0.353559719
37AN,翔安海关,E,202001,339,0.044896755,0.359233038
37AN,翔安海关,E,202002,234,0.037136752,0.466880342
37AN,翔安海关,E,202003,355,0.063549296,0.584591549
37AN,翔安海关,E,202004,389,0.053161954,0.31496144
37AO,邮轮海关,E,202005,124,0.715080645,0.72
37AO,邮轮海关,E,202006,103,1.764757282,1.775145631
37AO,邮轮海关,E,201910,143,1.213706294,1.228391608
37AO,邮轮海关,E,201911,160,2.129625,2.145625
37AO,邮轮海关,E,201912,153,1.02254902,1.02254902
37AO,邮轮海关,E,202001,124,1.47733871,1.481048387
37AO,邮轮海关,E,202002,28,2.248214286,2.248214286
37AO,邮轮海关,E,202003,144,0.698611111,0.698611111
37AO,邮轮海关,E,202004,121,0.116198347,0.450826446
