date,code1,code2,cus1,cus2,cus3,ieFlag,entryCount,passTime,totalTime,influence,contribute
2019-11-1,37,37,厦门海关,厦门海关,厦门海关,E,150970,0.456012313,4.015454711,,
2019-12-1,37,37,厦门海关,厦门海关,厦门海关,E,164184,0.365511232,3.500932922,,
2014-1-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,97,2.39,0,,
2014-2-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,21,3.08,0,,
2014-3-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,49,1.08,0,,
2014-4-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,83,8.28,0,,
2014-5-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,67,0.79,0,,
2014-6-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,90,0.44,0,,
2014-7-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,91,0.36,0,,
2014-8-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,83,2.92,0,,
2014-9-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,76,0.97,0,,
2014-10-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,65,0.88,0,,
2014-11-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,60,0.58,0,,
2014-12-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,51,1.22,0,,
2015-1-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,54,1.59,0,,
2015-2-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,32,0.85,0,,
2015-3-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,28,0.67,0,,
2015-4-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,36,1.37,0,,
2015-5-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,30,26.94,0,,
2015-6-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,30,2.5,0,,
2015-7-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,29,1.29,0,,
2015-8-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,31,2.1,0,,
2015-9-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,42,0.42,0,,
2015-10-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,40,0.85,0,,
2015-11-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,70,1.75,0,,
2015-12-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,66,1.64,0,,
2016-1-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,77,1.43,0,,
2016-2-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,26,6.58,0,,
2016-3-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,51,5.52,0,,
2016-4-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,43,4.43,0,,
2016-5-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,45,3.77,0,,
2016-6-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,60,2.81,0,,
2016-7-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,37,3.57,0,,
2016-8-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,49,3.13,0,,
2016-9-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,32,3.06,0,,
2016-10-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,58,5.04,0,,
2016-11-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,69,3.47,0,,
2016-12-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,74,3.33,0,,
2017-1-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,59,5.34,0,,
2017-2-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,24,3.87,0,,
2017-3-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,61,22.92,0,,
2017-4-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,74,3.35,0,,
2017-5-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,43,11.19,0,,
2017-6-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,56,2.47,0,,
2017-7-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,78,4.12,0,,
2017-8-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,75,2.23,0,,
2017-9-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,49,2.28,0,,
2017-10-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,46,0.45,0,,
2017-11-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,41,0.05,0,,
2017-12-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,76,1.66,0,,
2018-1-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,47,1.26,3.75,,
2018-2-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,32,3.22,6.27,,
2018-3-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,42,1.54,2.46,,
2018-4-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,40,0.92,2.19,,
2018-5-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,60,0.82,9.98,,
2018-6-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,33,1.04,6.1,,
2018-7-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,28,2.03,3.36,,
2018-8-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,37,0.12,1.13,,
2018-9-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,40,0.59,0.89,,
2018-10-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,52,0.63,1.52,,
2018-11-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,31,0.06,1.06,,
2018-12-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,23,0.06,0,,
2019-1-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,49,0.08,3.76,,
2019-2-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,4,0.44,1.59,,
2019-3-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,5,0.08,0.17,,
2019-4-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,22,0.54,0.8,,
2019-5-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,2,0.13,0.3,,
2019-6-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,2,1.22,1.69,,
2019-7-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,1,414.13,414.17,,
2019-8-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,1,0.04,0.11,,
2019-9-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,5,0.0835,4.495888889,,
2019-10-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,1,0.163888889,0.170555556,,
2019-11-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,1,2.764722222,2.781666667,,
2019-12-1,3702,37AA,泉刺桐办,泉刺桐办,泉刺桐办,E,4,1.177083333,1.339791667,,
2014-1-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,142,10.67,0,,
2014-2-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,69,1.01,0,,
2014-3-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,112,3.24,0,,
2014-4-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,119,3.79,0,,
2014-5-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,112,9.92,0,,
2014-6-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,115,1.8,0,,
2014-7-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,139,2.49,0,,
2014-8-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,147,3.01,0,,
2014-9-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,135,11.37,0,,
2014-10-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,118,2.46,0,,
2014-11-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,120,5.36,0,,
2014-12-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,143,3.89,0,,
2015-1-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,139,8.27,0,,
2015-2-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,94,5.55,0,,
2015-3-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,135,3.96,0,,
2015-4-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,122,14.27,0,,
2015-5-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,131,4.99,0,,
2015-6-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,112,3.21,0,,
2015-7-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,101,2.63,0,,
2015-8-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,106,14.85,0,,
2015-9-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,106,1.35,0,,
2015-10-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,86,1.62,0,,
2015-11-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,132,1.28,0,,
2015-12-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,100,0.83,0,,
2016-1-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,129,3.02,0,,
2016-2-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,77,2.73,0,,
2016-3-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,113,1.68,0,,
2016-4-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,107,9.76,0,,
2016-5-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,91,2.66,0,,
2016-6-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,83,4.54,0,,
2016-7-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,87,15.2,0,,
2016-8-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,90,1.13,0,,
2016-9-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,78,0.95,0,,
2016-10-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,109,1.86,0,,
2016-11-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,87,0.92,0,,
2016-12-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,107,2.93,0,,
2017-1-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,68,5.43,0,,
2017-2-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,62,5.05,0,,
2017-3-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,85,3.3,0,,
2017-4-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,94,5.15,0,,
2017-5-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,54,1,0,,
2017-6-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,72,0.98,0,,
2017-7-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,75,0.61,0,,
2017-8-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,114,1.05,0,,
2017-9-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,83,1.25,0,,
2017-10-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,72,0.28,0,,
2017-11-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,97,2.22,0,,
2017-12-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,103,1.48,0,,
2018-1-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,113,2.45,13.11,,
2018-2-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,91,0.78,11.01,,
2018-3-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,112,0.33,9.03,,
2018-4-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,125,0.49,13.14,,
2018-5-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,129,0.49,13.21,,
2018-6-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,153,0.08,10.64,,
2018-7-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,122,0.04,10.81,,
2018-8-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,168,0.1,4.38,,
2018-9-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,105,0.07,3.89,,
2018-10-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,165,0.24,4,,
2018-11-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,199,0.27,3.96,,
2018-12-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,138,0.39,0,,
2019-1-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,159,0.19,2.51,,
2019-2-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,64,4.46,6.11,,
2019-3-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,125,0.08,2.83,,
2019-4-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,92,0.08,3.23,,
2019-5-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,81,0.09,3.71,,
2019-6-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,103,0.85,4.3,,
2019-7-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,254,0.27,4,,
2019-8-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,346,0.28,2.89,,
2019-9-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,361,0.37901662,3.886785165,,
2019-10-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,321,0.538498615,4.028862063,,
2019-11-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,355,0.365922535,3.245437402,,
2019-12-1,3703,37AB,漳州海关,漳州海关,漳州海关,E,490,0.479654195,3.879245465,,
2019-3-1,3731,37AB,漳招银办,漳州海关,漳招银办,E,39,0.18,0.56,,
2019-4-1,3731,37AB,漳招银办,漳州海关,漳招银办,E,40,0.66,0.91,,
2019-5-1,3731,37AB,漳招银办,漳州海关,漳招银办,E,54,0.94,1.3,,
2019-6-1,3731,37AB,漳招银办,漳州海关,漳招银办,E,32,4.53,4.83,,
2019-7-1,3731,37AB,漳招银办,漳州海关,漳招银办,E,33,0.42,2.13,,
2019-8-1,3731,37AB,漳招银办,漳州海关,漳招银办,E,17,1.84,2.14,,
2019-9-1,3731,37AB,漳招银办,漳州海关,漳招银办,E,6,0.622685185,0.691388889,,
2019-10-1,3731,37AB,漳招银办,漳州海关,漳招银办,E,15,0.603962963,0.77587037,,
2019-11-1,3731,37AB,漳招银办,漳州海关,漳招银办,E,12,0.995115741,1.104560185,,
2019-12-1,3731,37AB,漳招银办,漳州海关,漳招银办,E,15,0.412666667,0.558962963,,
2014-1-1,3704,37AC,东山海关,东山海关,东山海关,E,865,0.76,0,,
2014-2-1,3704,37AC,东山海关,东山海关,东山海关,E,448,0.91,0,,
2014-3-1,3704,37AC,东山海关,东山海关,东山海关,E,880,0.96,0,,
2014-4-1,3704,37AC,东山海关,东山海关,东山海关,E,855,0.83,0,,
2014-5-1,3704,37AC,东山海关,东山海关,东山海关,E,781,0.73,0,,
2014-6-1,3704,37AC,东山海关,东山海关,东山海关,E,796,0.76,0,,
2014-7-1,3704,37AC,东山海关,东山海关,东山海关,E,752,0.97,0,,
2014-8-1,3704,37AC,东山海关,东山海关,东山海关,E,952,0.57,0,,
2014-9-1,3704,37AC,东山海关,东山海关,东山海关,E,909,0.56,0,,
2014-10-1,3704,37AC,东山海关,东山海关,东山海关,E,983,0.84,0,,
2014-11-1,3704,37AC,东山海关,东山海关,东山海关,E,901,0.57,0,,
2014-12-1,3704,37AC,东山海关,东山海关,东山海关,E,853,0.62,0,,
2015-1-1,3704,37AC,东山海关,东山海关,东山海关,E,966,0.85,0,,
2015-2-1,3704,37AC,东山海关,东山海关,东山海关,E,732,0.63,0,,
2015-3-1,3704,37AC,东山海关,东山海关,东山海关,E,753,0.51,0,,
2015-4-1,3704,37AC,东山海关,东山海关,东山海关,E,748,0.42,0,,
2015-5-1,3704,37AC,东山海关,东山海关,东山海关,E,814,0.36,0,,
2015-6-1,3704,37AC,东山海关,东山海关,东山海关,E,768,0.61,0,,
2015-7-1,3704,37AC,东山海关,东山海关,东山海关,E,643,0.27,0,,
2015-8-1,3704,37AC,东山海关,东山海关,东山海关,E,903,0.35,0,,
2015-9-1,3704,37AC,东山海关,东山海关,东山海关,E,827,0.32,0,,
2015-10-1,3704,37AC,东山海关,东山海关,东山海关,E,801,0.36,0,,
2015-11-1,3704,37AC,东山海关,东山海关,东山海关,E,970,0.53,0,,
